k;id;type;s_count;i_count;charge_count;length;avg_in_bat;avg_out_bat;total_energy;demand_energy;grid_cost;total_cost;ework
109;141;S;78362;0;78362;1749.43;0;299.412;2.35086e+07;3.11908e+06;1;18.0909;6.73722e+07
110;34531;S;0;104784;104784;4182.02;230.952;277.166;5.04217e+06;3.04929e+06;1;17.7084;6.58646e+07
111;33034;S;0;80280;80280;4292.57;221.219;272.825;4.49213e+06;3.00235e+06;1;17.4512;6.48508e+07
112;49518;S;0;28056;28056;4833.64;107.212;228.634;3.52911e+06;3.00125e+06;1;17.4452;6.4827e+07
113;18016;S;0;61545;61545;3310.97;121.795;234.324;7.1346e+06;2.97787e+06;1;17.3171;6.43219e+07
114;53;S;33315;0;33315;3470.01;0;297.924;9.9945e+06;2.95766e+06;1;17.2064;6.38854e+07
115;45883;S;0;70269;70269;1435.07;126.073;229.528;7.36789e+06;2.90608e+06;1;16.9237;6.27714e+07
116;19;S;81274;0;81274;1192.31;0;299.204;2.43822e+07;2.86075e+06;1;16.6753;6.17922e+07
117;7488;S;0;25752;25752;4071.89;0;145.927;3.8628e+06;2.8065e+06;1;16.3781;6.06204e+07
118;52055;S;0;22056;22056;5000;42.3533;174.257;3.06578e+06;2.66977e+06;1;15.6289;5.7667e+07
119;152;S;24261;0;24261;2760.04;0;298.405;7.2783e+06;2.64014e+06;1;15.4665;5.70269e+07
120;38764;S;0;126861;126861;3435.07;252.924;281.803;3.89172e+06;2.62206e+06;1;15.3674;5.66364e+07
121;36817;S;0;65797;65797;2787.16;89.2684;200.483;7.40732e+06;2.60815e+06;1;15.2912;5.6336e+07
122;104;S;0;30239;30239;4232.01;0;148.098;4.53585e+06;2.59072e+06;1;15.1957;5.59596e+07
123;212;S;0;55644;55644;3830.18;0;148.982;8.3466e+06;2.58368e+06;1;15.1571;5.58074e+07
124;18;S;1120849;0;1120849;166.433;0;299.697;3.36255e+08;7.71613e+06;3;45.2802;1.66668e+08
125;37310;S;0;41922;41922;4946.29;148.062;232.919;3.78694e+06;2.53046e+06;1;14.8655;5.4658e+07
126;6820;S;0;55949;55949;5000;234.162;289.897;3.36404e+06;2.51091e+06;1;14.7584;5.42356e+07
127;94;S;33252;0;33252;2980.74;0;297.335;9.9756e+06;2.50647e+06;1;14.7341;5.41398e+07
128;53835;S;0;26031;26031;5000;3.28891;150.948;3.90102e+06;2.46921e+06;1;14.5299;5.33349e+07
129;49;S;28301;0;28301;5000;0;295.167;8.4903e+06;2.44557e+06;1;14.4004;5.28242e+07
130;238;S;30439;0;30439;4099.28;0;296;9.1317e+06;2.42438e+06;1;14.2843;5.23666e+07
131;49830;S;0;28207;28207;3000.52;157.602;251.331;2.75605e+06;2.38197e+06;1;14.0519;5.14505e+07
132;44740;S;0;78485;78485;3853.21;197.514;268.625;5.78911e+06;2.37652e+06;1;14.022;5.13328e+07
133;20851;S;0;46582;46582;2668.71;245.535;293.655;2.30653e+06;2.37349e+06;1;14.0054;5.12673e+07
134;73;S;28605;0;28605;5000;0;296.37;8.5815e+06;2.34454e+06;1;13.8468;5.0642e+07
135;45118;S;0;45601;45601;2579.08;106.268;215.983;5.04503e+06;2.31853e+06;1;13.7043;5.00802e+07
136;51839;S;0;31760;31760;4843.89;174.9;273.683;3.3408e+06;2.31776e+06;1;13.7001;5.00636e+07
137;155;S;32342;0;32342;2279.23;0;298.221;9.7026e+06;2.30822e+06;1;13.6478;4.98575e+07
138;33;S;0;32415;32415;5000;0;145.991;4.86225e+06;2.28326e+06;1;13.511;4.93184e+07
139;98;S;63582;0;63582;2723.31;0;296.585;1.90746e+07;4.54587e+06;2;26.9089;9.81908e+07
140;32548;S;0;75294;75294;2606.09;206.156;284.96;6.06591e+06;2.21319e+06;1;13.1271;4.78049e+07
141;9446;S;0;35536;35536;2119.69;149.794;266.493;4.19618e+06;2.15865e+06;1;12.8282;4.66269e+07
142;36881;S;0;50160;50160;3155.51;47.6345;191.886;7.27759e+06;2.12829e+06;1;12.6618;4.5971e+07
143;20643;S;0;27898;27898;4958.8;59.5387;198.959;4.03357e+06;2.10914e+06;1;12.5569;4.55574e+07
144;13154;S;0;46361;46361;4014.79;145.377;234.841;4.43375e+06;2.0358e+06;1;12.1551;4.39732e+07
145;281;S;64603;0;64603;5000;0;297.032;1.93809e+07;3.95711e+06;2;23.6828;8.54735e+07
146;17353;S;0;27010;27010;4887.6;187.529;272.15;2.36491e+06;1.97247e+06;1;11.808;4.26053e+07
147;19476;S;0;31838;31838;4238.02;244.851;291.077;1.5866e+06;1.95934e+06;1;11.7361;4.23217e+07
148;267;S;32680;0;32680;4026.18;0;297.952;9.804e+06;1.94543e+06;1;11.6599;4.20213e+07
149;6135;S;0;59704;59704;4982.66;201.994;276.463;4.72053e+06;1.93148e+06;1;11.5834;4.17199e+07
150;36;S;0;22131;22131;5000;0;146.11;3.31965e+06;1.9304e+06;1;11.5775;4.16966e+07
151;213;S;32927;0;32927;2786.04;0;297.79;9.8781e+06;1.93005e+06;1;11.5756;4.16891e+07
152;42152;S;0;116530;116530;2637.45;255.776;291.783;4.46111e+06;1.9079e+06;1;11.4542;4.12107e+07
153;27152;S;0;71829;71829;2719.54;179.861;274.502;6.97107e+06;1.86829e+06;1;11.2372;4.03551e+07
154;12109;S;0;140830;140830;2723.81;218.805;276.453;8.37181e+06;1.82646e+06;1;11.008;3.94516e+07
155;21316;S;0;46713;46713;4122.74;183.913;274.649;4.31472e+06;1.81271e+06;1;10.9327;3.91546e+07
156;31709;S;0;33580;33580;2770.96;210.259;279.045;2.36548e+06;1.80512e+06;1;10.8911;3.89906e+07
157;57644;S;0;48076;48076;4910.52;239.238;289.048;2.48763e+06;1.80434e+06;1;10.8868;3.89737e+07
158;90;S;60690;0;60690;3846.06;0;299.426;1.8207e+07;1.80227e+06;1;10.8755;3.89291e+07
159;53036;S;0;12633;12633;5000;205.784;294.188;1.19191e+06;1.78505e+06;1;10.7811;3.85571e+07
160;49381;S;0;39166;39166;3346.95;94.2502;231.724;5.60331e+06;1.77568e+06;1;10.7298;3.83548e+07
161;87;S;42817;0;42817;2713.01;0;296.964;1.28451e+07;3.54743e+06;2;21.438;7.66245e+07
162;188;S;22996;0;22996;4841.24;0;298.791;6.8988e+06;1.76596e+06;1;10.6765;3.81448e+07
163;30174;S;0;93790;93790;1615.81;15.691;164.504;1.40489e+07;1.75507e+06;1;10.6168;3.79096e+07
164;53360;S;0;20447;20447;5000;244.87;280.237;814727;1.74032e+06;1;10.536;3.75909e+07
165;310;S;0;32868;32868;2935.94;0;153.742;4.9302e+06;1.72731e+06;1;10.4647;3.73099e+07
166;244;S;87474;0;87474;4327.26;0;297.534;2.62422e+07;3.44088e+06;2;20.8541;7.43229e+07
167;61;S;0;20681;20681;4540.95;0;148.064;3.10215e+06;1.71792e+06;1;10.4132;3.7107e+07
168;46751;S;0;52998;52998;4444.29;254.308;292.929;2.12589e+06;1.66466e+06;1;10.1214;3.59567e+07
169;46121;S;0;19554;19554;4489.57;199.593;284.351;1.76829e+06;1.64354e+06;1;10.0057;3.55005e+07
170;259;S;26907;0;26907;3254.67;0;298.421;8.0721e+06;1.63998e+06;1;9.98621;3.54236e+07
171;56843;S;0;17632;17632;4798.86;162.425;259.184;1.86126e+06;1.63932e+06;1;9.98259;3.54094e+07
172;9295;S;0;31094;31094;3944.8;90.8651;217.208;4.06075e+06;1.63904e+06;1;9.98102;3.54032e+07
173;86;S;37028;0;37028;3287.83;0;297.495;1.11084e+07;1.62319e+06;1;9.8942;3.50609e+07
174;21649;S;0;37223;37223;3839.01;148.495;252.464;4.02219e+06;1.61402e+06;1;9.84395;3.48628e+07
175;13812;S;0;94962;94962;2415.48;231.504;288.248;5.56501e+06;1.55189e+06;1;9.5035;3.35208e+07
176;13841;S;0;125592;125592;3572.62;232.036;291.554;8.34592e+06;1.50368e+06;1;9.23935;3.24795e+07
177;30688;S;0;520624;520624;3055.31;256.436;295.851
