k;id;type;s_count;i_count;charge_count;length;avg_in_bat;avg_out_bat;total_energy;demand_energy;grid_cost;total_cost;ework
49;16199;E;0;157218;157218;2048.83;13.3067;21.8919;1.61056e+06;1.86858e+06;2;42.9766;4.03613e+07
50;44943;E;0;158718;158718;3232.7;0.0178699;14.1395;2.56544e+06;2.85438e+06;1;65.654;6.16545e+07
51;4694;E;0;142116;142116;2907.32;1.49879;15.0982;2.06588e+06;2.65146e+06;3;61.1464;5.72716e+07
52;939;E;0;183118;183118;2703.99;0;12.019;2.47574e+06;2.38726e+06;1;55.0798;5.15649e+07
53;50880;E;0;148031;148031;4234.87;0;17.6134;3.13446e+06;3.74133e+06;2;86.6974;8.08128e+07
54;22267;E;0;176908;176908;4394.59;17.4233;36.187;3.88719e+06;4.04456e+06;6;93.8917;8.73624e+07
55;16176;E;0;161355;161355;3476.79;0;13.3535;2.80499e+06;3.02639e+06;1;70.5359;6.53701e+07
56;42029;E;0;128566;128566;2489.7;0.920802;12.21;1.60045e+06;2.178e+06;1;50.794;4.70448e+07
57;51723;E;0;170236;170236;5000;0;20.543;4.2559e+06;4.44978e+06;4;104;9.61151e+07
58;31557;E;0;156185;156185;5000;11.8244;32.329;3.90463e+06;4.13461e+06;1;101;8.93077e+07
59;31558;E;0;156185;156185;1047.05;7.1746;11.8244;817667;1.40552e+06;1;21.941;3.03592e+07
60;2331;E;0;156185;156185;1566.97;0.993912;7.1746;1.22369e+06;1.4137e+06;1;32.3394;3.05359e+07
