k;id;type;s_count;i_count;charge_count;length;avg_in_bat;avg_out_bat;total_energy;demand_energy;grid_cost;total_cost;ework
64;140;E;164058;0;164058;2618.19;0;11.7801;2.14767e+06;2.13799e+06;1;53.3637;4.61805e+07
65;12590;E;0;155140;155140;1804.56;2.70852;10.9802;1.3998e+06;1.51726e+06;2;38.0913;3.27728e+07
66;2453;E;0;173810;173810;1047.05;20.2536;24.5558;909938;871665;1;21.941;1.8828e+07
67;29991;E;0;238745;238745;2333.35;11.4367;20.8776;2.74539e+06;1.93333e+06;2;48.6669;4.17599e+07
68;44166;E;0;177510;177510;830.06;4.53823;8.23903;736720;696487;1;17.6012;1.50441e+07
69;871;E;0;270584;270584;1863.87;51.1642;58.9696;2.51933e+06;1.55012e+06;2;39.2773;3.34826e+07
70;22618;E;0;168610;168610;5000;38.6043;56.8483;3.73933e+06;4.0771e+06;4;104;8.80655e+07
71;4368;E;0;165935;165935;5000;22.2105;40.8125;3.90071e+06;3.97978e+06;2;102;8.59633e+07
72;2641;E;0;141008;141008;3765.05;13.7844;29.9796;2.65451e+06;2.92082e+06;1;76.301;6.30897e+07
73;18159;E;0;125017;125017;4945.2;30.0566;49.0084;2.87264e+06;3.89515e+06;3;101.904;8.41351e+07
74;29740;E;0;188608;188608;2047.58;4.39963;13.4017;1.93095e+06;1.63328e+06;2;42.9516;3.52789e+07
75;1058;E;0;222114;222114;3869.19;19.1057;34.8545;4.26578e+06;2.96936e+06;1;78.3838;6.41382e+07
76;41664;E;0;135934;135934;4136.67;32.8915;47.8103;2.50702e+06;3.12773e+06;1;83.7334;6.7559e+07
77;47581;E;0;172741;172741;988.537;29.2888;33.5712;853805;774837;1;20.7707;1.67365e+07
78;22181;E;0;174135;174135;1388.66;25.2475;30.2807;1.14247e+06;1.09745e+06;2;29.7731;2.37048e+07
79;885;E;0;238745;238745;3225.72;20.8776;31.9221;3.66802e+06;2.42167e+06;2;66.5145;5.23082e+07
80;2651;E;0;140588;140588;3765.05;6.51844;22.6753;2.6466e+06;2.77232e+06;1;76.301;5.98821e+07
81;44695;E;0;127848;127848;3822.4;18.7163;34.5632;2.44343e+06;2.77255e+06;1;77.448;5.98871e+07
82;16172;E;0;162072;162072;1955.1;13.1421;21.2441;1.58433e+06;1.4449e+06;2;41.1019;3.12099e+07
83;16147;E;0;128666;128666;3173.93;12.1229;25.6248;2.04188e+06;2.4059e+06;3;66.4786;5.19674e+07
84;45312;E;0;182891;182891;3913.13;20.495;36.8642;3.56608e+06;2.77278e+06;1;79.2626;5.9892e+07
85;38;E;139926;0;139926;2715.88;0;12.221;1.90011e+06;1.92491e+06;1;55.3176;4.1578e+07
86;33608;E;0;205816;205816;2419.01;34.3209;43.2433;2.20761e+06;1.71129e+06;1;49.3802;3.69639e+07
87;23225;E;0;151452;151452;4446.21;31.1254;48.083;3.23132e+06;3.22672e+06;5;93.9242;6.96971e+07
88;41628;E;0;133457;133457;2254.28;47.6515;55.3658;1.2524e+06;1.5746e+06;1;46.0857;3.40114e+07
89;51275;E;0;158694;158694;4301.49;43.5756;57.1449;2.74479e+06;2.95451e+06;2;88.0297;6.38175e+07
90;15061;E;0;153976;153976;830.06;30.4005;33.9267;639047;590278;1;17.6012;1.275e+07
91;34922;E;0;112810;112810;4087.54;18.0588;35.8912;2.30557e+06;2.75868e+06;2;83.7507;5.95875e+07
92;41723;E;0;129850;129850;3288.24;19.373;33.1886;2.10786e+06;2.17916e+06;1;66.7647;4.70699e+07
93;44324;E;0;139079;139079;2596.25;0;10.3861;1.80542e+06;1.72627e+06;1;52.9249;3.72875e+07
94;18547;E;0;168219;168219;2861.98;25.3956;36.1281;2.3056e+06;1.91709e+06;2;59.2396;4.14091e+07
95;5387;E;0;96459;96459;2442.69;0.822138;11.8248;1.1781e+06;1.63923e+06;2;50.8539;3.54073e+07
96;30161;E;0;286409;286409;2314.53;12.2669;22.1184;3.31451e+06;1.51293e+06;1;47.2906;3.26792e+07
97;886;E;0;267926;267926;2333.35;72.5699;81.0073;3.11287e+06;1.55655e+06;2;48.6669;3.36215e+07
98;11105;E;0;116437;116437;3295.17;4.73029;21.3677;1.9184e+06;2.12379e+06;1;66.9033;4.58739e+07
99;52331;E;0;148031;148031;4446.21;0.0649603;18.4433;3.29088e+06;2.97366e+06;5;93.9242;6.42309e+07
100;1466;E;0;175385;175385;3186.64;15.8224;28.3283;2.79444e+06;2.07451e+06;2;65.7327;4.48095e+07
101;44750;E;0;129525;129525;4547.84;8.07179;27.9514;2.9453e+06;2.89736e+06;1;91.9569;6.2583e+07
102;3040;E;0;142116;142116;2716.6;45.6719;55.8619;1.73026e+06;1.7999e+06;3;57.3319;3.88777e+07
103;42232;E;0;138298;138298;2662.71;8.13659;18.4092;1.84123e+06;1.71953e+06;2;55.2541;3.71419e+07
104;36366;E;0;112810;112810;1950.45;25.3689;34.0813;1.10015e+06;1.24421e+06;1;40.0091;2.6875e+07
105;4536;E;0;151351;151351;905.678;17.4327;21.1093;685377;589690;1;19.1136;1.27373e+07
106;22860;E;0;151046;151046;4693.67;33.1943;51.287;3.39485e+06;3.01939e+06;4;97.8734;6.52189e+07
107;32837;E;0;97107;97107;5000;6.02722;28.5596;2.42768e+06;3.2787e+06;7;107;7.08199e+07
108;51369;E;0;186576;186576;4773.86;61.3302;75.4905;3.09678e+06;3.00631e+06;3;98.4771;6.49364e+07
109;51366;E;0;153534;153534;1492.77;75.027;78.9568;712908;941808;1;30.8555;2.0343e+07
110;30094;E;0;124291;124291;1346.18;15.0646;20.8961;836590;832133;1;27.9236;1.79741e+07
111;47721;E;0;172741;172741;4572.76;8.92945;29.2888;3.94951e+06;2.73769e+06;1;92.4552;5.91342e+07
112;1934;E;0;137093;137093;4742.04;0;19.0581;3.2505e+06;2.82845e+06;1;95.8408;6.10945e+07
113;31058;E;0;124291;124291;2150.99;15.0018;22.9584;1.33674e+06;1.37181e+06;2;45.0198;2.9631e+07
114;50382;E;0;120644;120644;1617.33;6.2358;14.004;975608;1.01068e+06;2;34.3467;2.18306e+07
115;54637;E;0;116653;116653;4326.74;19.1383;37.7351;2.52364e+06;2.56113e+06;1;87.5348;5.53204e+07
116;22263;E;0;176908;176908;4773.86;18.6408;36.1471;4.02412e+06;2.87862e+06;3;98.4771;6.21782e+07
117;22241;E;0;148992;148992;1492.77;16.3171;22.1335;1.11206e+06;898840;1;30.8555;1.94149e+07
118;18126;E;0;126034;126034;4687.09;17.8081;39.2943;2.94058e+06;2.81465e+06;3;96.7417;6.07964e+07
119;47580;E;0;147044;147044;988.537;42.9438;46.7014;641493;621283;1;20.7707;1.34197e+07
120;52226;E;0;102649;102649;4907.78;0;23.514;2.51889e+06;2.98228e+06;5;103.156;6.44172e+07
121;10899;E;0;155537;155537;1102.09;11.0211;15.9719;857078;657098;1;23.0418;1.41933e+07
122;44306;E;0;140305;140305;4765.69;20.0736;37.1929;3.34295e+06;2.76993e+06;2;97.3137;5.98304e+07
123;1865;E;0;139721;139721;1711.87;15.541;23.0476;1.19482e+06;996441;1;35.2374;2.15231e+07
124;13127;E;0;172452;172452;2662.71;9.48964;21.2948;2.29594e+06;1.55777e+06;2;55.2541;3.36479e+07
125;5035;E;0;135491;135491;5000;8.72785;29.1738;3.35882e+06;2.87567e+06;2;102;6.21144e+07
126;51857;E;0;170236;170236;3432.46;15.2209;28.2098;2.92164e+06;1.95589e+06;1;69.6493;4.22473e+07
127;3083;E;0;137548;137548;2180.14;37.2844;45.3121;1.35871e+06;1.27813e+06;2;45.6028;2.76076e+07
128;19455;E;0;117783;117783;4432.73;7.57276;25.3873;2.6105e+06;2.52245e+06;2;90.6547;5.44849e+07
129;296;E;101239;0;101239;2735.93;0;12.4299;1.38491e+06;1.54795e+06;1;55.7186;3.34358e+07
130;34531;E;0;104784;104784;4182.02;18.2411;37.2453;2.19104e+06;2.34632e+06;1;84.6404;5.06806e+07
131;48552;E;0;106170;106170;4677.87;8.85889;29.4231;2.48325e+06;2.61364e+06;1;94.5575;5.64545e+07
132;15636;E;0;143738;143738;4547.84;7.58037;26.5536;3.26849e+06;2.53576e+06;1;91.9569;5.47725e+07
133;34499;E;0;82567;82567;2442.69;1.16423;10.4496;1.00843e+06;1.4018e+06;2;50.8539;3.02788e+07
134;23042;E;0;136469;136469;3564.6;28.876;41.3066;2.11315e+06;1.99161e+06;1;72.2921;4.30187e+07
135;13843;E;0;125592;125592;4061.68;6.03543;22.0646;2.55057e+06;2.3276e+06;4;85.2336;5.02762e+07
136;5572;E;0;120482;120482;1550.84;35.3643;42.1856;934241;896328;2;33.0168;1.93607e+07
137;5607;E;0;120482;120482;4334.83;42.1856;58.7216;2.30447e+06;2.45123e+06;3;89.6966;5.29467e+07
138;980;E;0;116378;116378;2918.3;6.83753;19.3754;1.69813e+06;1.66265e+06;3;61.3661;3.59132e+07
139;40209;E;0;97748;97748;3084.49;8.17544;23.6763;1.49167e+06;1.68417e+06;1;62.6898;3.63781e+07
140;24139;E;0;96950;96950;4196.84;19.7575;36.2575;2.03442e+06;2.28017e+06;1;84.9368;4.92516e+07
141;4439;E;0;178812;178812;5000;25.918;44.2474;4.21214e+06;2.70697e+06;1;101;5.84705e+07
142;47583;E;0;155425;155425;562.939;38.1104;40.1256;403068;353154;2;13.2588;7.62812e+06
143;18146;E;0;141042;141042;912.789;30.8198;34.7842;636495;567601;2;20.2558;1.22602e+07
144;13812;E;0;94962;94962;2415.48;1.56832;11.7877;1.14689e+06;1.31074e+06;1;49.3096;2.8312e+07
145;7271;E;0;95831;95831;5000;7.93624;28.0508;2.39578e+06;2.67579e+06;1;101;5.77971e+07
146;7261;E;0;95831;95831;1950.45;0;7.93624;934569;1.07963e+06;1;40.0091;2.33201e+07
147;55555;E;0;87683;87683;4966.09;0.108891;23.2315;2.17721e+06;2.63201e+06;1;100.322;5.68515e+07
148;21263;E;0;94892;94892;1455.15;3.15578;8.52114;690411;808434;2;31.103;1.74622e+07
149;3017;E;0;152716;152716;5000;30.0747;51.9406;3.8179e+06;2.62516e+06;1;101;5.67034e+07
150;22144;E;0;136630;136630;4301.49;16.6222;34.3934;2.83888e+06;2.28098e+06;2;88.0297;4.92692e+07
151;17439;E;0;101563;101563;4815.66;9.28199;30.0735;2.44546e+06;2.53886e+06;2;98.3132;5.48393e+07
152;17429;E;0;112794;112794;720.069;0;2.79171;406098;438372;1;15.4014;9.46884e+06
153;46545;E;0;101563;101563;1382.93;2.77655;9.28199;702273;738335;1;28.6586;1.5948e+07
154;43895;E;0;128666;128666;3983.08;0.751557;16.6871;2.56243e+06;2.09272e+06;2;81.6616;4.52028e+07
155;16200;E;0;157218;157218;3913.13;41.4893;58.8443;3.06791e+06;2.13561e+06;1;79.2626;4.61292e+07
156;41200;E;0;125260;125260;4583.68;14.7264;32.1667;2.71344e+06;2.39986e+06;2;93.6736;5.18369e+07
157;30574;E;0;209178;209178;2503.84;70.403;78.3499;2.07703e+06;1.28317e+06;1;51.0767;2.77164e+07
158;38764;E;0;126861;126861;3435.07;7.88273;23.2603;2.17888e+06;1.74936e+06;1;69.7014;3.77863e+07
159;35808;E;0;92138;92138;2939.87;0;13.4676;1.35437e+06;1.49084e+06;1;59.7974;3.22021e+07
160;44612;E;0;122962;122962;2216.41;0;9.09277;1.36267e+06;1.1509e+06;2;46.3282;2.48595e+07
161;5541;E;0;97172;97172;3173.94;3.68792;17.5678;1.54209e+06;1.64847e+06;3;66.4787;3.56069e+07
162;34662;E;0;157453;157453;3501.68;8.15162;28.5478;2.75675e+06;1.84133e+06;2;72.0336;3.97728e+07
163;18516;E;0;178796;178796;1227.76;46.4446;51.6489;1.07299e+06;657766;2;26.5552;1.42078e+07
164;23041;E;0;125548;125548;2212.78;25.5341;34.9972;1.38905e+06;1.11853e+06;1;45.2556;2.41602e+07
165;35901;E;0;74051;74051;1658.38;1.32085;8.6139;614023;831154;1;34.1676;1.79529e+07
166;5456;E;0;86392;86392;4616.43;2.1811;21.6666;1.99411e+06;2.26664e+06;1;93.3285;4.89594e+07
167;2622;E;0;115134;115134;2194.85;6.41648;15.8622;1.26351e+06;1.08469e+06;1;44.897;2.34293e+07
168;25530;E;0;96950;96950;4326.74;32.2334;50.0803;2.09739e+06;2.11322e+06;1;87.5348;4.56456e+07
169;24129;E;0;96950;96950;4259.91;2.72619;19.7575;2.06499e+06;2.11988e+06;1;86.1982;4.57895e+07
170;42922;E;0;101284;101284;2415.48;18.0743;28.4767;1.22325e+06;1.19003e+06;1;49.3096;2.57045e+07
171;41937;E;0;128566;128566;5000;26.8721;45.651;3.11323e+06;2.43626e+06;1;101;5.26232e+07
172;361;E;0;94988;94988;2755.72;40.6458;54.0137;1.3088e+06;1.34228e+06;1;56.1145;2.89932e+07
173;359;E;94988;0;94988;5000;0;22.1174;2.3747e+06;2.57954e+06;1;101;5.57182e+07
174;3108;E;0;137548;137548;4005.18;34.0117;48.5991;2.54204e+06;1.96221e+06;2;82.1036;4.23837e+07
175;10624;E;0;85080;85080;4210.29;0.019232;19.0161;1.79106e+06;2.05213e+06;2;86.2058;4.43259e+07
176;31057;E;0;234780;234780;2150.99;4.43245;14.6628;2.52505e+06;1.0691e+06;2;45.0198;2.30925e+07
177;5558;E;0;174868;174868;3501.68;26.0331;34.6017;3.06166e+06;1.70714e+06;2;72.0336;3.68741e+07
178;34672;E;0;181560;181560;3305.1;21.8157;36.5135;3.00037e+06;1.75946e+06;1;67.1021;3.80043e+07
179;18627;E;0;106424;106424;3842.47;51.1058;64.8899;1.82356e+06;1.86194e+06;2;78.8494;4.02179e+07
180;2097;E;0;137332;137332;3920.46;11.5043;28.7628;2.69202e+06;1.85493e+06;1;79.4092;4.00665e+07
181;13098;E;0;171055;171055;3219.19;4.62356;18.7067;2.75329e+06;1.52294e+06;1;65.3837;3.28955e+07
182;50834;E;0;149191;149191;1523.34;40.3536;46.6943;1.13634e+06;749548;2;32.4668;1.61902e+07
183;13818;E;0;92697;92697;1277.66;11.8725;16.8678;592177;603278;1;26.5532;1.30308e+07
184;34956;E;0;83073;83073;1741.65;0.501489;9.01981;723421;833637;2;36.833;1.80066e+07
185;54638;E;0;116653;116653;3160.78;5.03268;19.1383;1.84357e+06;1.46937e+06;2;65.2155;3.17384e+07
186;41350;E;0;85465;85465;3929.02;2.52694;19.5974;1.67879e+06;1.79206e+06;1;79.5804;3.87084e+07
187;7274;E;0;95831;95831;2080.85;23.842;32.8914;997052;978311;2;43.6171;2.11315e+07
188;6245;E;0;91064;91064;3743.06;3.58473;19.1948;1.70429e+06;1.71959e+06;2;76.8612;3.71431e+07
189;6242;E;0;108698;108698;980.707;1.48844;5.58796;533005;492957;2;21.6141;1.06479e+07
190;2253;E;0;111900;111900;5000;17.0259;36.7155;2.7716e+06;2.3036e+06;3;103;4.97579e+07
191;42031;E;0;128566;128566;2767.21;10.3867;21.3818;1.77885e+06;1.25995e+06;1;56.3443;2.72149e+07
192;50875;E;0;148031;148031;4309.32;27.8421;45.2669;3.18957e+06;1.94833e+06;1;87.1864;4.2084e+07
193;47735;E;0;123612;123612;3068.64;9.04026;22.6054;1.8966e+06;1.42909e+06;3;64.3727;3.08683e+07
194;43140;E;0;155007;155007;2054.54;29.5549;37.7261;1.59234e+06;937289;1;42.0907;2.02454e+07
195;41710;E;0;129850;129850;5000;31.0156;48.6828;3.01047e+06;2.21363e+06;1;101;4.78143e+07
196;24020;E;0;98853;98853;4959.05;9.2899;29.5899;2.45108e+06;2.1909e+06;1;100.181;4.73233e+07
197;45883;E;0;70269;70269;1435.07;0.616155;6.39368;504203;649318;1;29.7013;1.40253e+07
198;15646;E;0;140423;140423;2216.41;25.1939;34.6581;1.55618e+06;1.01086e+06;2;46.3282;2.18345e+07
199;42933;E;0;98273;98273;1277.66;12.2546;18.0663;627798;577231;1;26.5532;1.24682e+07
200;35484;E;0;78673;78673;3819.21;1.55827;18.986;1.50234e+06;1.72494e+06;3;79.3842;3.72587e+07
201;42148;E;0;116530;116530;5000;7.96395;29.076;2.91325e+06;2.19448e+06;1;101;4.74007e+07
202;15994;E;0;68025;68025;3836.37;2.32912;18.5229;1.30485e+06;1.72705e+06;3;79.7275;3.73043e+07
203;33798;E;0;152716;152716;5000;32.8046;56.8459;3.77804e+06;2.20641e+06;2;102;4.76585e+07
204;45501;E;0;86738;86738;2942.25;22.582;35.8112;1.27603e+06;1.29255e+06;1;59.8451;2.79191e+07
205;48636;E;0;84667;84667;3480.18;3.08394;18.5805;1.47328e+06;1.54562e+06;2;71.6035;3.33855e+07
206;141;E;78362;0;78362;1749.43;0;8.15945;685444;775875;1;35.9886;1.67589e+07
207;3735;E;0;97107;97107;5000;26.3823;45.257;2.39267e+06;2.28112e+06;6;106;4.92721e+07
208;14122;E;0;98747;98747;3691.77;4.64355;20.6359;1.82276e+06;1.60529e+06;1;74.8354;3.46742e+07
209;35987;E;0;104537;104537;4190.87;21.9101;39.6664;2.19051e+06;1.81758e+06;1;84.8174;3.92597e+07
210;35990;E;0;104537;104537;957.807;17.2215;21.9101;500631;484359;1;20.1561;1.04621e+07
211;3935;E;0;80280;80280;1903.2;0;9.33847;763946;834429;1;39.0641;1.80237e+07
212;360;E;0;94988;94988;5000;22.1174;40.6458;2.3747e+06;2.15441e+06;1;101;4.65354e+07
213;5852;E;0;73438;73438;1280.35;2.92684;8.4492;470132;566646;1;26.607;1.22396e+07
214;51724;E;0;170236;170236;2628.5;28.2098;38.6599;2.23733e+06;1.17997e+06;3;55.57;2.54874e+07
215;18620;E;0;106424;106424;2040.22;47.3217;54.8996;966382;903409;2;42.8043;1.95136e+07
216;32095;E;0;142116;142116;3973.36;37.9218;50.2005;2.53384e+06;1.71792e+06;2;81.4672;3.7107e+07
217;2994;E;0;142116;142116;2448.14;41.2803;50.0259;1.61851e+06;1.16263e+06;1;49.9627;2.51128e+07
218;3038;E;0;152139;152139;1837.1;28.7839;34.2073;1.367e+06;816856;1;37.742;1.76441e+07
219;40004;E;0;137363;137363;1102.09;2.13504;6.71985;756931;482317;1;23.0418;1.04181e+07
220;18803;E;0;99093;99093;3630.78;1.343;16.9587;1.79892e+06;1.53362e+06;1;73.6156;3.31262e+07
221;5560;E;0;145042;145042;3305.1;26.0622;39.572;2.39689e+06;1.39516e+06;1;67.1021;3.01355e+07
222;40938;E;0;83893;83893;2020.64;0;8.40452;847587;860302;1;41.4128;1.85825e+07
223;22612;E;0;168610;168610;5000;27.0561;45.7204;4.08794e+06;2.13128e+06;3;103;4.60355e+07
224;31740;E;0;116143;116143;2194.85;17.1121;26.4032;1.26435e+06;928583;1;44.897;2.00574e+07
225;31084;E;0;116143;116143;1682.61;23.2253;30.3665;970112;775199;2;35.6522;1.67443e+07
226;31748;E;0;101355;101355;1936.06;26.9993;35.806;981149;818501;1;39.7213;1.76796e+07
227;34141;E;0;172318;172318;2915.16;69.8474;79.4123;1.96675e+06;1.23897e+06;2;60.3033;2.67617e+07
228;5464;E;0;181560;181560;1011.93;16.5286;21.8157;918629;442742;1;21.2386;9.56323e+06
229;70;E;136065;0;136065;5000;0;22.2121;3.40163e+06;2.0777e+06;2;102;4.48782e+07
230;47919;E;0;110700;110700;3630.78;27.1183;42.712;2.00238e+06;1.49396e+06;1;73.6156;3.22696e+07
