k;id;type;s_count;i_count;charge_count;length;avg_in_bat;avg_out_bat;total_energy;demand_energy;grid_cost;total_cost;ework
86;33608;E;0;205816;205816;2419.01;40.2578;49.1407;2.19949e+06;1.71129e+06;1;49.3802;3.69639e+07
87;23225;E;0;151452;151452;4446.21;41.9823;58.6522;3.18775e+06;3.22672e+06;5;93.9242;6.96971e+07
88;41628;E;0;133457;133457;2254.28;54.6827;61.4723;1.129e+06;1.5746e+06;1;46.0857;3.40114e+07
89;51275;E;0;158694;158694;4301.49;54.1477;66.3772;2.53218e+06;2.95451e+06;2;88.0297;6.38175e+07
90;15061;E;0;153976;153976;830.06;32.8319;36.3251;633974;590278;1;17.6012;1.275e+07
91;34922;E;0;112810;112810;4087.54;22.6156;40.4261;2.30311e+06;2.75868e+06;2;83.7507;5.95875e+07
92;41723;E;0;129850;129850;3288.24;34.8331;46.4705;1.82502e+06;2.17916e+06;1;66.7647;4.70699e+07
93;44324;E;0;139079;139079;2596.25;8.72699;19.1131;1.80542e+06;1.72627e+06;1;52.9249;3.72875e+07
94;18547;E;0;168219;168219;2861.98;29.8606;40.2809;2.25307e+06;1.91709e+06;2;59.2396;4.14091e+07
95;5387;E;0;96459;96459;2442.69;7.0932;18.0959;1.1781e+06;1.63923e+06;2;50.8539;3.54073e+07
96;30161;E;0;286409;286409;2314.53;24.5745;33.7517;3.12138e+06;1.51293e+06;1;47.2906;3.26792e+07
97;886;E;0;267926;267926;2333.35;72.8011;81.15;3.08919e+06;1.55655e+06;2;48.6669;3.36215e+07
98;11105;E;0;116437;116437;3295.17;4.73029;21.3677;1.9184e+06;2.12379e+06;1;66.9033;4.58739e+07
99;52331;E;0;148031;148031;4446.21;25.8828;44.1857;3.27971e+06;2.97366e+06;5;93.9242;6.42309e+07
100;1466;E;0;175385;175385;3186.64;22.9606;35.2228;2.75168e+06;2.07451e+06;2;65.7327;4.48095e+07
101;44750;E;0;129525;129525;4547.84;13.3423;33.222;2.9453e+06;2.89736e+06;1;91.9569;6.2583e+07
102;3040;E;0;142116;142116;2716.6;48.0248;58.022;1.70286e+06;1.7999e+06;3;57.3319;3.88777e+07
103;42232;E;0;138298;138298;2662.71;23.5713;33.844;1.84123e+06;1.71953e+06;2;55.2541;3.71419e+07
104;36366;E;0;112810;112810;1950.45;29.9039;38.6131;1.0998e+06;1.24421e+06;1;40.0091;2.6875e+07
105;4536;E;0;151351;151351;905.678;21.9272;25.6037;685377;589690;1;19.1136;1.27373e+07
106;22860;E;0;151046;151046;4693.67;52.8433;66.2272;2.6836e+06;3.01939e+06;4;97.8734;6.52189e+07
107;32837;E;0;97107;97107;5000;19.5169;41.7936;2.40284e+06;3.2787e+06;7;107;7.08199e+07
108;51369;E;0;186576;186576;4773.86;68.7886;78.9658;2.35362e+06;3.00631e+06;3;98.4771;6.49364e+07
109;51366;E;0;153534;153534;1492.77;78.5317;81.7036;596542;941808;1;30.8555;2.0343e+07
110;30094;E;0;124291;124291;1346.18;18.9372;24.7687;836590;832133;1;27.9236;1.79741e+07
111;47721;E;0;172741;172741;4572.76;24.1871;43.6119;3.78808e+06;2.73769e+06;1;92.4552;5.91342e+07
112;1934;E;0;137093;137093;4742.04;0;19.0581;3.2505e+06;2.82845e+06;1;95.8408;6.10945e+07
113;31058;E;0;124291;124291;2150.99;15.0018;22.9584;1.33674e+06;1.37181e+06;2;45.0198;2.9631e+07
114;50382;E;0;120644;120644;1617.33;16.6199;24.388;975608;1.01068e+06;2;34.3467;2.18306e+07
115;54637;E;0;116653;116653;4326.74;23.7522;42.3491;2.52364e+06;2.56113e+06;1;87.5348;5.53204e+07
116;22263;E;0;176908;176908;4773.86;28.6995;44.5384;3.72917e+06;2.87862e+06;3;98.4771;6.21782e+07
117;22241;E;0;148992;148992;1492.77;28.2604;34.0767;1.11206e+06;898840;1;30.8555;1.94149e+07
118;18126;E;0;126034;126034;4687.09;33.6466;52.2103;2.57225e+06;2.81465e+06;3;96.7417;6.07964e+07
119;47580;E;0;147044;147044;988.537;46.7141;50.3239;619753;621283;1;20.7707;1.34197e+07
120;52226;E;0;102649;102649;4907.78;4.79861;28.3126;2.51889e+06;2.98228e+06;5;103.156;6.44172e+07
121;10899;E;0;155537;155537;1102.09;11.0211;15.9719;857078;657098;1;23.0418;1.41933e+07
122;44306;E;0;140305;140305;4765.69;22.1916;39.2822;3.33892e+06;2.76993e+06;2;97.3137;5.98304e+07
123;1865;E;0;139721;139721;1711.87;50.922;58.0989;1.14875e+06;996441;1;35.2374;2.15231e+07
124;13127;E;0;172452;172452;2662.71;15.554;27.3593;2.29594e+06;1.55777e+06;2;55.2541;3.36479e+07
125;5035;E;0;135491;135491;5000;16.1397;35.8555;3.25989e+06;2.87567e+06;2;102;6.21144e+07
126;51857;E;0;170236;170236;3432.46;36.2837;48.0813;2.71883e+06;1.95589e+06;1;69.6493;4.22473e+07
127;3083;E;0;137548;137548;2180.14;39.0579;47.0857;1.35871e+06;1.27813e+06;2;45.6028;2.76076e+07
128;19455;E;0;117783;117783;4432.73;17.773;35.5876;2.6105e+06;2.52245e+06;2;90.6547;5.44849e+07
129;296;E;101239;0;101239;2735.93;0;12.4299;1.38491e+06;1.54795e+06;1;55.7186;3.34358e+07
130;34531;E;0;104784;104784;4182.02;21.0011;40.0052;2.19104e+06;2.34632e+06;1;84.6404;5.06806e+07
131;48552;E;0;106170;106170;4677.87;34.2599;53.5976;2.35303e+06;2.61364e+06;1;94.5575;5.64545e+07
132;15636;E;0;143738;143738;4547.84;13.978;32.9512;3.26849e+06;2.53576e+06;1;91.9569;5.47725e+07
133;34499;E;0;82567;82567;2442.69;7.6198;16.9052;1.00843e+06;1.4018e+06;2;50.8539;3.02788e+07
134;23042;E;0;136469;136469;3564.6;34.5372;46.7095;2.0779e+06;1.99161e+06;1;72.2921;4.30187e+07
135;13843;E;0;125592;125592;4061.68;39.3114;53.9133;2.37132e+06;2.3276e+06;4;85.2336;5.02762e+07
136;5572;E;0;120482;120482;1550.84;36.3445;43.1658;934241;896328;2;33.0168;1.93607e+07
137;5607;E;0;120482;120482;4334.83;43.1658;59.6454;2.29767e+06;2.45123e+06;3;89.6966;5.29467e+07
138;980;E;0;116378;116378;2918.3;26.6992;39.2357;1.69798e+06;1.66265e+06;3;61.3661;3.59132e+07
139;40209;E;0;97748;97748;3084.49;11.8904;27.3719;1.48977e+06;1.68417e+06;1;62.6898;3.63781e+07
140;24139;E;0;96950;96950;4196.84;46.6698;60.4296;1.76875e+06;2.28017e+06;1;84.9368;4.92516e+07
141;4439;E;0;178812;178812;5000;28.081;45.7339;4.09117e+06;2.70697e+06;1;101;5.84705e+07
142;47583;E;0;155425;155425;562.939;42.605;44.4712;379909;353154;2;13.2588;7.62812e+06
143;18146;E;0;141042;141042;912.789;42.1301;45.6841;578607;567601;2;20.2558;1.22602e+07
144;13812;E;0;94962;94962;2415.48;17.8395;28.0588;1.14689e+06;1.31074e+06;1;49.3096;2.8312e+07
145;7271;E;0;95831;95831;5000;35.8551;55.9697;2.39578e+06;2.67579e+06;1;101;5.77971e+07
146;7261;E;0;95831;95831;1950.45;27.9189;35.8551;934569;1.07963e+06;1;40.0091;2.33201e+07
147;55555;E;0;87683;87683;4966.09;6.58577;29.7084;2.17721e+06;2.63201e+06;1;100.322;5.68515e+07
148;21263;E;0;94892;94892;1455.15;13.1807;18.5461;690411;808434;2;31.103;1.74622e+07
149;3017;E;0;152716;152716;5000;39.8691;60.9389;3.69632e+06;2.62516e+06;1;101;5.67034e+07
150;22144;E;0;136630;136630;4301.49;32.476;47.8998;2.51816e+06;2.28098e+06;2;88.0297;4.92692e+07
151;17439;E;0;101563;101563;4815.66;18.9917;39.7832;2.44546e+06;2.53886e+06;2;98.3132;5.48393e+07
152;17429;E;0;112794;112794;720.069;9.77724;12.5689;406098;438372;1;15.4014;9.46884e+06
153;46545;E;0;101563;101563;1382.93;12.4863;18.9917;702273;738335;1;28.6586;1.5948e+07
154;43895;E;0;128666;128666;3983.08;8.47307;24.4086;2.56243e+06;2.09272e+06;2;81.6616;4.52028e+07
155;16200;E;0;157218;157218;3913.13;47.2417;62.6321;2.75906e+06;2.13561e+06;1;79.2626;4.61292e+07
156;41200;E;0;125260;125260;4583.68;27.2989;43.8404;2.60085e+06;2.39986e+06;2;93.6736;5.18369e+07
157;30574;E;0;209178;209178;2503.84;70.5195;78.4173;2.06674e+06;1.28317e+06;1;51.0767;2.77164e+07
158;38764;E;0;126861;126861;3435.07;7.88273;23.2603;2.17888e+06;1.74936e+06;1;69.7014;3.77863e+07
159;35808;E;0;92138;92138;2939.87;2.46547;15.9331;1.35437e+06;1.49084e+06;1;59.7974;3.22021e+07
160;44612;E;0;122962;122962;2216.41;6.30565;15.3984;1.36267e+06;1.1509e+06;2;46.3282;2.48595e+07
161;5541;E;0;97172;97172;3173.94;9.15268;23.0325;1.54209e+06;1.64847e+06;3;66.4787;3.56069e+07
162;34662;E;0;157453;157453;3501.68;24.5559;44.0581;2.61599e+06;1.84133e+06;2;72.0336;3.97728e+07
163;18516;E;0;178796;178796;1227.76;57.4147;62.1653;991873;657766;2;26.5552;1.42078e+07
164;23041;E;0;125548;125548;2212.78;32.682;42.1451;1.38905e+06;1.11853e+06;1;45.2556;2.41602e+07
165;35901;E;0;74051;74051;1658.38;5.31216;12.6052;614023;831154;1;34.1676;1.79529e+07
166;5456;E;0;86392;86392;4616.43;29.1126;46.2436;1.7907e+06;2.26664e+06;1;93.3285;4.89594e+07
167;2622;E;0;115134;115134;2194.85;37.8945;47.3346;1.26287e+06;1.08469e+06;1;44.897;2.34293e+07
168;25530;E;0;96950;96950;4326.74;56.4055;70.9046;1.77283e+06;2.11322e+06;1;87.5348;4.56456e+07
169;24129;E;0;96950;96950;4259.91;29.7067;46.6698;2.05838e+06;2.11988e+06;1;86.1982;4.57895e+07
170;42922;E;0;101284;101284;2415.48;22.0504;32.4527;1.22325e+06;1.19003e+06;1;49.3096;2.57045e+07
171;41937;E;0;128566;128566;5000;38.3079;54.7457;2.81223e+06;2.43626e+06;1;101;5.26232e+07
172;361;E;0;94988;94988;2755.72;40.6458;54.0137;1.3088e+06;1.34228e+06;1;56.1145;2.89932e+07
173;359;E;94988;0;94988;5000;0;22.1174;2.3747e+06;2.57954e+06;1;101;5.57182e+07
174;3108;E;0;137548;137548;4005.18;35.7849;49.8798;2.47429e+06;1.96221e+06;2;82.1036;4.23837e+07
175;10624;E;0;85080;85080;4210.29;3.3974;22.3943;1.79106e+06;2.05213e+06;2;86.2058;4.43259e+07
176;31057;E;0;234780;234780;2150.99;5.76797;15.9983;2.52505e+06;1.0691e+06;2;45.0198;2.30925e+07
177;5558;E;0;174868;174868;3501.68;32.9625;41.0689;2.98083e+06;1.70714e+06;2;72.0336;3.68741e+07
178;34672;E;0;181560;181560;3305.1;22.1898;36.8876;3.00037e+06;1.75946e+06;1;67.1021;3.80043e+07
179;18627;E;0;106424;106424;3842.47;56.3984;68.9533;1.69275e+06;1.86194e+06;2;78.8494;4.02179e+07
180;2097;E;0;137332;137332;3920.46;36.1436;52.6333;2.58644e+06;1.85493e+06;1;79.4092;4.00665e+07
181;13098;E;0;171055;171055;3219.19;34.9656;49.0487;2.75329e+06;1.52294e+06;1;65.3837;3.28955e+07
182;50834;E;0;149191;149191;1523.34;58.7772;63.4557;888356;749548;2;32.4668;1.61902e+07
183;13818;E;0;92697;92697;1277.66;28.7242;33.7196;592177;603278;1;26.5532;1.30308e+07
184;34956;E;0;83073;83073;1741.65;8.4764;16.9947;723421;833637;2;36.833;1.80066e+07
185;54638;E;0;116653;116653;3160.78;9.64662;23.7522;1.84357e+06;1.46937e+06;2;65.2155;3.17384e+07
186;41350;E;0;85465;85465;3929.02;6.92006;23.7842;1.66116e+06;1.79206e+06;1;79.5804;3.87084e+07
187;7274;E;0;95831;95831;2080.85;51.7609;60.8103;997052;978311;2;43.6171;2.11315e+07
188;6245;E;0;91064;91064;3743.06;8.75524;24.2818;1.69669e+06;1.71959e+06;2;76.8612;3.71431e+07
189;6242;E;0;108698;108698;980.707;8.72432;12.8238;533005;492957;2;21.6141;1.06479e+07
190;2253;E;0;111900;111900;5000;33.1951;50.2355;2.47515e+06;2.3036e+06;3;103;4.97579e+07
191;42031;E;0;128566;128566;2767.21;22.7685;33.4115;1.73358e+06;1.25995e+06;1;56.3443;2.72149e+07
192;50875;E;0;148031;148031;4309.32;51.7403;64.1201;2.44276e+06;1.94833e+06;1;87.1864;4.2084e+07
193;47735;E;0;123612;123612;3068.64;26.4257;39.9908;1.8966e+06;1.42909e+06;3;64.3727;3.08683e+07
194;43140;E;0;155007;155007;2054.54;52.9103;60.2266;1.45983e+06;937289;1;42.0907;2.02454e+07
195;41710;E;0;129850;129850;5000;44.2975;58.6329;2.57783e+06;2.21363e+06;1;101;4.78143e+07
196;24020;E;0;98853;98853;4959.05;16.7784;37.0784;2.45108e+06;2.1909e+06;1;100.181;4.73233e+07
197;45883;E;0;70269;70269;1435.07;9.23758;15.0151;504203;649318;1;29.7013;1.40253e+07
198;15646;E;0;140423;140423;2216.41;31.379;40.1969;1.46543e+06;1.01086e+06;2;46.3282;2.18345e+07
199;42933;E;0;98273;98273;1277.66;16.038;21.8497;627798;577231;1;26.5532;1.24682e+07
200;35484;E;0;78673;78673;3819.21;3.03721;20.465;1.50234e+06;1.72494e+06;3;79.3842;3.72587e+07
201;42148;E;0;116530;116530;5000;9.58828;30.7003;2.91325e+06;2.19448e+06;1;101;4.74007e+07
202;15994;E;0;68025;68025;3836.37;10.4615;26.6553;1.30485e+06;1.72705e+06;3;79.7275;3.73043e+07
203;33798;E;0;152716;152716;5000;41.4072;62.1948;3.28114e+06;2.20641e+06;2;102;4.76585e+07
204;45501;E;0;86738;86738;2942.25;28.4363;41.6655;1.27603e+06;1.29255e+06;1;59.8451;2.79191e+07
205;48636;E;0;84667;84667;3480.18;7.73634;23.216;1.47185e+06;1.54562e+06;2;71.6035;3.33855e+07
206;141;E;78362;0;78362;1749.43;0;8.15945;685444;775875;1;35.9886;1.67589e+07
207;3735;E;0;97107;97107;5000;39.6163;55.8215;2.13344e+06;2.28112e+06;6;106;4.92721e+07
208;14122;E;0;98747;98747;3691.77;9.31545;25.2986;1.82184e+06;1.60529e+06;1;74.8354;3.46742e+07
209;35987;E;0;104537;104537;4190.87;24.3772;42.1335;2.19051e+06;1.81758e+06;1;84.8174;3.92597e+07
210;35990;E;0;104537;104537;957.807;19.6886;24.3772;500631;484359;1;20.1561;1.04621e+07
211;3935;E;0;80280;80280;1903.2;6.98123;16.3197;763946;834429;1;39.0641;1.80237e+07
212;360;E;0;94988;94988;5000;22.1174;40.6458;2.3747e+06;2.15441e+06;1;101;4.65354e+07
213;5852;E;0;73438;73438;1280.35;16.9385;22.4393;468545;566646;1;26.607;1.22396e+07
214;51724;E;0;170236;170236;2628.5;48.0813;54.9274;1.62381e+06;1.17997e+06;3;55.57;2.54874e+07
215;18620;E;0;106424;106424;2040.22;53.6537;60.1922;855758;903409;2;42.8043;1.95136e+07
216;32095;E;0;142116;142116;3973.36;40.7722;52.6257;2.47342e+06;1.71792e+06;2;81.4672;3.7107e+07
217;2994;E;0;142116;142116;2448.14;43.7055;52.3788;1.60822e+06;1.16263e+06;1;49.9627;2.51128e+07
218;3038;E;0;152139;152139;1837.1;30.3844;35.8079;1.367e+06;816856;1;37.742;1.76441e+07
219;40004;E;0;137363;137363;1102.09;5.20729;9.7921;756931;482317;1;23.0418;1.04181e+07
220;18803;E;0;99093;99093;3630.78;3.71686;19.3325;1.79892e+06;1.53362e+06;1;73.6156;3.31262e+07
221;5560;E;0;145042;145042;3305.1;46.8731;58.955;2.18978e+06;1.39516e+06;1;67.1021;3.01355e+07
222;40938;E;0;83893;83893;2020.64;7.63412;16.0386;847587;860302;1;41.4128;1.85825e+07
223;22612;E;0;168610;168610;5000;48.4692;62.5786;3.31992e+06;2.13128e+06;3;103;4.60355e+07
224;31740;E;0;116143;116143;2194.85;21.5032;30.7698;1.26151e+06;928583;1;44.897;2.00574e+07
225;31084;E;0;116143;116143;1682.61;27.592;34.718;968345;775199;2;35.6522;1.67443e+07
226;31748;E;0;101355;101355;1936.06;43.7609;51.9142;914929;818501;1;39.7213;1.76796e+07
227;34141;E;0;172318;172318;2915.16;71.1359;80.5539;1.94144e+06;1.23897e+06;2;60.3033;2.67617e+07
228;5464;E;0;181560;181560;1011.93;16.9028;22.1898;918629;442742;1;21.2386;9.56323e+06
229;70;E;136065;0;136065;5000;0;22.2121;3.40163e+06;2.0777e+06;2;102;4.48782e+07
230;47919;E;0;110700;110700;3630.78;42.3589;56.5488;1.84698e+06;1.49396e+06;1;73.6156;3.22696e+07
231;148;E;76125;0;76125;2242.16;0;9.62346;853424;944605;2;46.8433;2.04035e+07
232;39118;E;0;87186;87186;5000;21.7819;41.0361;2.06343e+06;2.03663e+06;1;101;4.39912e+07
233;42961;E;0;92610;92610;4187.35;43.5101;60.6601;1.92277e+06;1.70882e+06;1;84.7471;3.69105e+07
234;197;E;134084;0;134084;910;0;4.48323;610082;425820;3;21.2;9.19771e+06
235;17478;E;0;76103;76103;1894.81;0.410994;7.87983;721003;840670;4;41.8961;1.81585e+07
236;12523;E;0;157697;157697;2254.28;11.3235;20.8674;1.77747e+06;924416;1;46.0857;1.99674e+07
237;44110;E;0;161617;161617;4588.77;33.6069;47.7957;3.70443e+06;1.85965e+06;1;92.7754;4.01684e+07
238;44382;E;0;87008;87008;2782.77;9.25274;22.1366;1.21062e+06;1.1554e+06;2;57.6554;2.49567e+07
239;24057;E;0;96950;96950;4199.27;7.44465;25.7807;2.0356e+06;1.71616e+06;2;85.9855;3.7069e+07
